country,year,cctyear,region,ifgt0,ifgt1,ieduchildout,ieducompleteprimary,igenpop,igenpopgrowth,igenpopdensity,igovedugdp,igovgini,igovconsumexp,igovgdpppp,igovgdppppcapita,ilabforce,ilabprimaryedu,imedmortinfant,imeddptimmuinfant,imedmeaimmuinfant,imedcalpday,imedundernourishment,imedlowweightnewborn,imedprenatalcare,imedlifeexpbirth,imeddrpk,imedskilledbirth,imedh2o,cctparticipants,cctsizelocal,eventualcct,yearfromcct,continent,countryyear,mocctparticipants,mocctsizelocal,fgt0ppp2,fgt1ppp2,fgt0ppp125,fgt1ppp125,fgt0rural,fgt1rural,fgt0urb,fgt1urb,igenpop_one,igovgdpppp_ones,govedugdp,govgini,educhildout,educompleteprimary,edupersist5th,edupersistprimary,eduprogresssecondary,edulit,edulityouth,eduenrollprimary,eduenrollprimarypcnet,eduenrollsecondarypcnet,eduenrollpreprimarypcgross,eduenrolltertiarypcgross,edudurationprimary,edudurationsecondary,eduintake1stgross,edurepeatprimary,edurepeatsecondary,edustartprimary,edustartsecondary,eduteacherratioprimary,eduteacherratiosecondary,eduteachersecondary,eduteachersprimary,eduteachtrainprimary,genpop,genpopgrowth,geninch10pc,geninch20pc,genincl10pc,genincl20pc,genpopadult,genpopdensity,genpoplcity,genpoplcitypcurb,genpopold,genpopruralgrowth,genpoprural,genpopruralpc,genpopurbgrowth,genpopurb,genpopurbagglomerate1mil,genpopurbagglomerate1milpc,genpopurbpc,genpopyouth,govconsumexp,govgdpppp,govgdppppcapita,goveduexp,govgnippp,govppplcux,govpppmktx,govpppprivlcux,govstuexpprimary,govstuexpsecondary,govstuexptertiary,labforce,labparticipation,labprimaryedu,labsecondaryedu,labtertiaryedu,labunemp,labunemplt,labunempprimaryedu,labunempsecondaryedu,labunemptertiaryedu,labunempyouth,medmortinfant,meddptimmuinfant,medmeaimmuinfant,meddrpk,medlifeexpbirth,medlowweightnewborn,medprenatalcare,medskilledbirth,medcalpday,medaritreatu5,medcontraprev,meddiatreatu5,medfertility,medfertilityteen,medh2o,medhiv,medhivkid,medmalfeveranddrugsu5,mednursepk,medtechpk,medteenmom,medtetnewborn,medtub,medtubtreat,medheight4ageu5,medmortneonatal,medmortu5,medtubdetect,medundernourishment,medweight4ageu5,program,ttype,ccountry,cyear
Russian Federation,1994,,Eastern Europe,8.510000,2.080000,348893.0000,92.387222,148,-0.1239658,9.055186,,47.62333,4.54E+11,8.48E+05,5715.3833,7.29E+07,16.1,21.1,88,81,154,5,5.663637,,64.46707,3.8351,,93.8,,,0,,Asia,Russian Federation1994,,,,,,,,,,,1.48E+08,8.48E+11,,,348893,92.38722,,,99.44366,,,95.24727,95.24727,,61.89018,45.00106,3,7,98.14371,1.97726,1.65808,7,10,,11.98882,1145400,395000,,1.48E+08,-0.1239658,,,,,66.41465,9.055186,9110941,8.36798,11.76554,-0.1239658,3.95E+07,26.6,-0.1239658,1.09E+08,24780562,16.7057,73.4,21.81981,4.54E+11,8.48E+11,5715.383,,8.44E+11,0.7203965,0.4660155,0.6841778,,,,7.29E+07,62.9,16.1,66.4,17.5,8.2,23.1,19.1,39.1,41.8,16.2744,21.1,88,81,3.8351,64.46707,,,,,,66.8,,1.4,,,0.1,,,,,,,107,,,12,26.1,44,,,,0,RUS,YR1994
Russian Federation,1995,,Eastern Europe,8.760000,2.270000,571183.0000,90.985481,148,-0.1315448,9.044911,,46.86667,3.76E+11,8.32E+05,5613.3999,7.22E+07,14.7,21,78,85,156,5,5.754546,,65.22122,3.859,,94,,,0,,Asia,Russian Federation1995,,,,,,,,,,,1.48E+08,8.32E+11,,,571183,90.98548,,,,,,92.23955,92.23955,,62.70652,43.24028,3,,100.4454,1.87285,,7,,,,,,,1.48E+08,-0.1315448,,,,,66.59769,9.044911,9200994,8.461813,12.05689,-0.1315448,3.94E+07,26.6,-0.1315448,1.09E+08,24814063,16.7503,73.4,21.34542,3.76E+11,8.32E+11,5613.4,,8.25E+11,1.717825,0.475638,1.979694,,,,7.22E+07,62,14.7,66.2,19.1,9.5,30,18.1,41.8,40,18.73592,21,78,85,3.859,65.22122,,,,,,63.4,,1.34,,94,0.1,,,,,,,107,65,,12,25.9,53,,,,0,RUS,YR1995
Russian Federation,1996,,Eastern Europe,9.010000,2.460000,547466.9000,90.894169,148,-0.2717319,9.020598,,46.11,3.66E+11,8.17E+05,5529.3682,7.15E+07,14.1,20.8,84,88,158,5,5.845455,,66.19415,4.096,,94.2,,,0,,Asia,Russian Federation1996,,,9.01,2.46,2.81,0.4,,,,,1.48E+08,8.17E+11,,46.11,,,,,,,,,,,,44.23847,3,,,,,7,,,,,,,1.48E+08,-0.2717319,35.47,51.05,1.46,4.41,66.97717,9.020598,9334368,8.60783,12.21663,-0.2717319,3.93E+07,26.6,-0.2717319,1.08E+08,24897263,16.85219,73.4,20.8062,3.66E+11,8.17E+11,5529.368,,8.06E+11,2.457818,0.4795199,2.856915,,,,7.15E+07,61.1,14.1,35.3,50.6,9.7,32.8,18.7,41.4,39.9,19.35238,20.8,84,88,4.096,66.19415,,,,,,65.3,,1.277,,,0.1,,,,,,,107,57,,12,25.7,70,,,,0,RUS,YR1996
Russian Federation,1997,,Eastern Europe,9.520000,2.493333,523750.8000,90.802856,147,-0.2948725,8.993659,,43.23333,3.90E+11,8.43E+05,5722.0239,7.13E+07,13.1,20.3,88,91,160,5,5.936364,,66.95073,4.155,,94.4,,,0,,Asia,Russian Federation1997,,,,,,,,,,,1.47E+08,8.43E+11,,,,,,,,,,,,,,45.48998,3,,,,,7,,,,,,,1.47E+08,-0.2948725,,,,,67.52644,8.993659,9512887,8.79836,12.26457,-0.2948725,3.92E+07,26.6,-0.2948725,1.08E+08,25032170,16.99354,73.4,20.20899,3.90E+11,8.43E+11,5722.024,,8.25E+11,2.779172,0.48041,3.285922,,,,7.13E+07,60.7,,,,11.7,11.1,19.5,41.4,39.1,23.30767,20.3,88,91,4.155,66.95073,,,,160,,,,1.23,35.664,,0.1,,,,,,,105,67,,12,25.2,77,5,,,0,RUS,YR1997
Russian Federation,1998,,Eastern Europe,10.030000,2.526667,500034.7000,90.711544,147,-0.2753203,8.967482,,40.35667,3.81E+11,8.07E+05,5492.542,7.14E+07,12.1,19.7,91,94,158,5,6.027273,,66.78391,4.209,99.1,94.6,,,0,,Asia,Russian Federation1998,,,,,,,,,,,1.47E+08,8.07E+11,,,,,,,,,,,,,,47.58214,3,7,,,,7,10,,,,,,1.47E+08,-0.2753203,,,,,68.17633,8.967482,9682476,8.9799,12.25907,-0.2753203,3.91E+07,26.6,-0.2753203,1.08E+08,25154339,17.12356,73.4,19.5646,3.81E+11,8.07E+11,5492.542,,7.72E+11,3.259099,0.3358164,3.961909,,,,7.14E+07,60.4,12.1,33.9,54,13.2,11.9,17.3,42,40.8,26.89055,19.7,91,94,4.209,66.78391,,,99.1,,,,,1.24,34.1178,,0.1,,,,,,,105,68,,12,24.5,71,,,,0,RUS,YR1998
Russian Federation,1999,,Eastern Europe,10.540000,2.560000,476318.6000,90.620232,146,-0.4024452,8.927535,,37.48,3.76E+11,8.71E+05,5950.8999,7.12E+07,11.075,19,95,97,156,5,6.118182,,66.04366,4.194,99.1,94.8,,,0,,Asia,Russian Federation1999,,,10.54,2.56,2.28,0.47,,,,,1.46E+08,8.71E+11,,37.48,,90.62023,,94.76193,99.18344,,,,,,71.3752,51.4274,3,7,92.96416,1.37325,0.97367,7,10,18.37728,,,366900,,1.46E+08,-0.4024452,27.94,44.05,2.48,6.22,68.82726,8.927535,9842072,9.164725,12.28675,-0.4024452,3.89E+07,26.6,-0.4024452,1.07E+08,25262751,17.26671,73.4,18.88598,3.76E+11,8.71E+11,5950.9,,8.36E+11,5.53964,0.2250057,6.862118,,,,7.12E+07,60,,,,13,48.5,16.7,41.7,41.6,23.71393,19,95,97,4.194,66.04366,,,99.1,,,,,1.17,32.5716,,0.1,,,,,,,116,65,,11,23.6,79,,,,0,RUS,YR1999
Russian Federation,2000,,Eastern Europe,8.255000,1.900000,452602.6000,90.772552,146,-0.004101,8.931076,2.939810,38.54,4.46E+11,1.00E+06,6832.7471,7.23E+07,10.05,18.2,96,97,154,5,6.209091,,65.34146,4.213,99.2,95,,,0,,Asia,Russian Federation2000,,,,,,,,,,,1.46E+08,1.00E+12,2.93981,,,90.77255,,98.23919,98.54582,,,,,,74.54789,55.37284,3,7,91.80582,1.20392,,7,10,17.58649,,,349035,,1.46E+08,-0.004101,,,,,69.40504,8.931076,10004523,9.316378,12.4071,-0.004101,3.89E+07,26.6,-0.004101,1.07E+08,25381579,17.34864,73.4,18.18787,4.46E+11,1.00E+12,6832.747,10.64997,9.74E+11,7.308147,0.2597991,7.563496,,,10.94678,7.23E+07,60.4,,,,10.6,47.4,16.6,43.7,39.6,20.54377,18.2,96,97,4.213,65.34146,,,,,,,,1.21,31.0254,95,0.3,,,,2.99,,,122,68,,11,22.7,79,,,,0,RUS,YR2000
Russian Federation,2001,,Eastern Europe,5.970000,1.240000,428886.4000,92.540222,146,-0.2418592,8.909991,3.106020,39.6,4.97E+11,1.07E+06,7361.248,7.30E+07,9.025001,17.2,96,98,152,5,6.3,,65.48781,4.172,99.3,95.2,,,0,,Asia,Russian Federation2001,,,5.97,1.24,0.89,0.19,,,,,1.46E+08,1.07E+12,3.10602,39.6,,92.54022,,,92.25813,,,,,,80.72444,61.22519,3,7,93.52706,1.10205,0.86968,7,10,16.99631,,,335505,,1.46E+08,-0.2418592,30.41,46.2,2.5,6.12,69.87811,8.909991,10169198,9.505608,12.65064,0.1333758,3.90E+07,26.7,-0.3781919,1.07E+08,25503045,17.47387,73.3,17.47125,4.97E+11,1.07E+12,7361.248,11.48177,1.06E+12,8.324498,0.2853788,8.888618,,,10.94642,7.30E+07,60.6,,,,8.9,39.8,15.4,46.1,38.5,17.87955,17.2,96,98,4.172,65.48781,6.3,,99.3,,,,,1.25,29.4792,,0.5,,,,,,,118,67,,10,21.6,77,5,,,0,RUS,YR2001
Russian Federation,2002,,Eastern Europe,3.670000,0.620000,405170.4000,92.54665,145,-0.4462783,8.870046,3.839020,35.7,5.52E+11,1.17E+06,8029.4736,7.35E+07,8,16.2,96,98,150,5,6.22,,65.08537,4,99.3,95.4,,,0,,Asia,Russian Federation2002,,,3.67,0.62,0.32,0.06,30,8.7,15.9,4,1.45E+08,1.17E+12,3.83902,35.7,,,,,,99.44097,99.7246,,,,83.25675,66.53863,3,7,101.8805,0.89365,0.82657,7,10,16.95644,,,327581,,1.45E+08,-0.4462783,27.07,42.91,2.84,6.88,70.2603,8.870046,10336816,9.718763,12.98863,-0.0724461,3.89E+07,26.8,-0.5827971,1.06E+08,25627687,17.63781,73.2,16.75107,5.52E+11,1.17E+12,8029.474,10.65711,1.14E+12,9.273504,0.2958055,10.04913,,,11.91317,7.35E+07,60.8,8,67.2,24.8,7.9,39.2,14.8,47.1,38.1,15.47508,16.2,96,98,4,65.08537,,,99.3,150,,,,1.3,27.933,,0.6,,,,,,,112,67,,10,20.4,79,,,,0,RUS,YR2002
Russian Federation,2003,,Eastern Europe,2.943333,0.500000,381454.3000,92.553078,145,-0.4830956,8.827277,3.678540,36.30333,6.07E+11,1.34E+06,9237.375,7.38E+07,8.9,15.2,97,98,165,5,6.14,,65.00756,4.252,99.4,95.6,,,0,,Asia,Russian Federation2003,,,,,,,29,8.4,13.1,3.4,1.45E+08,1.34E+12,3.67854,,,,,,,,,,,,84.05516,66.2955,3,7,101.5534,0.75015,0.73121,7,10,16.63307,,,325672,,1.45E+08,-0.4830956,,,,,70.57646,8.827277,10392279,9.831658,13.34986,-0.1106556,3.89E+07,26.9,-0.619801,1.06E+08,25639848,17.73164,73.1,16.07368,6.07E+11,1.34E+12,9237.375,12.25437,1.30E+12,9.88848,0.3221843,11.03119,,,12.12651,7.38E+07,60.8,8.9,66.8,24.3,8.2,37.6,15,50.2,34.8,17.42167,15.2,97,98,4.252,65.00756,,,99.4,,,,,1.31,28.3546,,0.8,,,,,,,107,61,,9,19.2,80,,,,0,RUS,YR2003
Russian Federation,2004,,Eastern Europe,2.216667,0.380000,357738.2000,92.559505,144,-0.5199354,8.781366,3.547870,36.90667,6.98E+11,1.47E+06,10246.118,7.39E+07,7.4,14.2,97,98,180,5,6.06,,65.42122,4,99.4,95.8,,,0,,Asia,Russian Federation2004,,,,,,,25.2,7.1,10.1,2.5,1.44E+08,1.47E+12,3.54787,,,,,,,,,,,,85.29024,70.21021,4,7,,,0.66217,7,11,,,,,,1.44E+08,-0.5199354,,,,,70.87083,8.781366,10405382,9.908926,13.63,-0.1488774,3.88E+07,27,-0.6568279,1.05E+08,25609928,17.80327,73,15.49917,6.98E+11,1.47E+12,10246.12,12.93676,1.44E+12,11.55248,0.4009884,12.30935,,,10.85492,7.39E+07,60.8,7.4,41.1,51.5,7.7,38.9,15.1,51.4,33.5,17.01412,14.2,97,98,4,65.42122,,,,,,83.8,,1.33,28.7762,,0.8,,,,,,,106,60,,9,17.9,80,,,,0,RUS,YR2004
Russian Federation,2005,,Eastern Europe,1.490000,0.260000,334022.1000,92.565933,143,-0.4875098,8.738575,3.771930,37.51,8.06E+11,1.70E+06,11852.806,7.44E+07,7.8,13.2,98,99,195,5,5.98,,65.47,4,99.4,96,,,0,,Asia,Russian Federation2005,,,1.49,0.26,0.16,0.04,22.7,6.1,8.1,2,1.43E+08,1.70E+12,3.77193,37.51,,,,,,,,,,,86.60984,72.16466,4,7,99.50954,,0.63539,7,11,16.74517,9.51931,1306099,317023,,1.43E+08,-0.4875098,28.59,44.43,2.68,6.52,71.17181,8.738575,10418464,9.983546,13.75643,-0.1178237,3.88E+07,27.1,-0.62459,1.04E+08,25587388,17.87453,72.9,15.07176,8.06E+11,1.70E+12,11852.81,,1.65E+12,12.73613,0.4502786,13.39084,,,12.62824,7.44E+07,61.2,7.8,41.9,50.4,7.1,38.9,15.4,51.9,32.7,15.63757,13.2,98,99,4,65.47,,,99.4,,,,,1.29,29.1978,96,0.9,,,,,,,107,58,,8,16.6,83,,,,0,RUS,YR2005
Russian Federation,2006,,Eastern Europe,1.020000,0.176667,310306.0000,92.572361,143,-0.4551032,8.700834,3.866260,39.09666,9.65E+11,2.14E+06,15007.697,7.51E+07,7.4,12.2,99,99,210,5,5.9,,66.64317,4.3089,99.5,96,,,0,,Asia,Russian Federation2006,,,,,,,21.2,5.5,7.4,1.7,1.43E+08,2.14E+12,3.86626,,310306,,,94.82407,,,,94.45693,91.39075,,88.19322,72.33845,4,7,101.1473,0.56866,0.54056,7,11,17.14697,8.99245,1284226,301204,,1.43E+08,-0.4551032,,,,,71.4883,8.700834,10438896,10.05151,13.70058,-0.3813297,3.86E+07,27.12,-0.4825418,1.04E+08,25593779,17.96055,72.88,14.81112,9.65E+11,2.14E+12,15007.7,,2.08E+12,12.58638,0.4628879,13.61252,,,13.15953,7.51E+07,61.9,7.4,41.3,51.3,7.1,42.3,15.6,51.9,32.4,16.42385,12.2,99,99,4.3089,66.64317,5.9,,99.5,210,,,,1.3,29.6194,,0.9,,,8.52,,,,107,58,,8,15.5,82,,,,0,RUS,YR2006
Russian Federation,2007,,Eastern Europe,0.550000,0.093333,286193.0000,92.578789,142,-0.2810965,8.676411,3.976495,40.68333,1.13E+12,2.39E+06,16801.682,7.61E+07,6.4,11.4,98,99,140,5,6,,67.49756,,99.55,96,,,0,,Asia,Russian Federation2007,,,,,,,,,,,1.42E+08,2.39E+12,,,286193,92.57879,,95.20138,99.73579,,,94.58885,91.33106,,89.46489,73.4775,4,7,98.9544,0.49249,0.421,7,11,17.12104,8.63291,1250773,292639,,1.42E+08,-0.2810965,,,,,71.79506,8.676411,10466824,10.10955,13.49784,-0.2073773,3.86E+07,27.14,-0.3085426,1.04E+08,25618040,18.02818,72.86,14.7071,1.13E+12,2.39E+12,16801.68,,2.33E+12,13.92555,0.5443751,14.3843,,,,7.61E+07,62.8,6.4,41.1,52.5,6.1,41.2,13.7,54.2,32.1,14.39371,11.4,98,99,,67.49756,6,,,140,,79.5,,1.41,30.041,,0.9,,,,,,,107,58,,7,14.4,83,,,,0,RUS,YR2007
Russian Federation,2008,,Eastern Europe,0.080000,0.010000,259741.0000,94.376938,142,-0.1056152,8.667712,4.086730,42.27,1.34E+12,2.88E+06,20276.162,7.60E+07,,10.6,98,99,,5,,,67.84878,,99.6,96,,,0,,Asia,Russian Federation2008,,,0.08,0.01,0,0,,,,,1.42E+08,2.88E+12,4.08673,42.27,259741,94.37694,,,99.756,,,94.1145,92.51397,,89.8502,74.70734,4,7,100.5576,0.4258,0.37043,7,11,17.44699,8.52573,1183126,284789,,1.42E+08,-0.1056152,33.5,48.93,2.56,6.04,72.04693,8.667712,10494865,10.15013,13.21728,-0.0319504,3.86E+07,27.16,-0.1330689,1.03E+08,25642527,18.06448,72.84,14.73579,1.34E+12,2.88E+12,20276.16,,2.82E+12,14.3412,0.5770432,15.07188,,,14.19415,7.60E+07,62.8,,,,6.3,35.7,,,,14.01067,10.6,98,99,,67.84878,,,99.6,,,,,1.49,28.6748,96,1,,,,,,,107,57,,7,13.4,84,5,,,0,RUS,YR2008
Russian Federation,2009,,Eastern Europe,,,220707.0000,97.925827,142,-0.0704722,8.661606,,,1.38E+12,2.68E+06,18877.707,7.58E+07,,9.8,98,98,,,,,68.60488,,,,,,0,,Asia,Russian Federation2009,,,,,,,,,,,1.42E+08,2.68E+12,,,220707,97.92583,,,,99.5561,99.68932,,93.36552,,89.85614,75.88788,4,7,101.9753,0.38871,0.35914,7,11,18.06296,8.46536,1135634,277657,,1.42E+08,-0.0704722,,,,,72.18287,8.661606,10522904,10.18722,12.95953,0.0031384,3.86E+07,27.18,-0.0979334,1.03E+08,25667138,18.09456,72.82,14.85761,1.38E+12,2.68E+12,18877.71,,2.59E+12,14.4844,0.4563411,15.33538,,,,7.58E+07,62.8,,,,8.2,,,,,18.28639,9.8,98,98,,68.60488,,,,,,,,1.54,27.3086,,1,,,,,,,106,55,,6,12.5,83,,,,0,RUS,YR2009
Russian Federation,2010,,Eastern Europe,,,,,142,-0.0705219,8.6555,,,1.52E+12,2.81E+06,19840.445,,,9.1,97,98,,,,,,,,,,,0,,Asia,Russian Federation2010,,,,,,,,,,,1.42E+08,2.81E+12,,,,,,,,,,,,,,,4,7,,,,7,11,,,,,,1.42E+08,-0.0705219,,,,,72.16171,8.6555,10549892,10.22336,12.7987,0.0030346,3.86E+07,27.2,-0.0979906,1.03E+08,25690945,18.12412,72.8,15.03959,1.52E+12,2.81E+12,19840.45,,2.72E+12,15.97903,0.5261799,15.37002,,,,,,,,,,,,,,,9.1,97,98,,,,,,,,,,,,,,,,,,,,106,,,6,11.6,78,,,,0,RUS,YR2010
Russian Federation,2011,,Eastern Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,Asia,Russian Federation2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,RUS,YR2011
Senegal,1980,,West Africa,,,606049.0000,29.85651,5.41407,2.519189,28.12066,,,2.18E+09,4.48E+03,826.72668,2183003,,90,,,,,,,47.33327,,,,,,0,,Africa,Senegal1980,,,,,,,,,,,5414070,4.48E+09,,,606049,29.85651,,,,,,34.15417,34.15417,,1.08042,2.75275,6,7,41.67712,16.05972,15.17631,6,12,42.76978,21.07469,,9178,,5414070,2.519189,,,,,50.53935,28.12066,957411,49.39597,2.236709,1.867114,3475833,64.2,3.699309,1938237,957411,17.68376,35.8,47.22394,2.18E+09,4.48E+09,826.7267,,4.35E+09,165.3662,0.7826876,248.6801,,,,2183003,76.4,,,,,,,,,,90,,,,47.33327,,,,,,,,7.425,,,,,,,,,,,,,,200.2,,,,,0,SEN,YR1980
Senegal,1981,,West Africa,,,619090.0000,31.261629,5.5594,2.648907,28.8755,,,2.60E+09,4.55E+03,818.11102,2226486,,87.5,,,,,,,48.13122,0.0788,,,,,0,,Africa,Senegal1981,,,,,,,,,,,5559400,4.55E+09,,,619090,31.26163,,,,,,35.25423,35.25423,,1.44564,2.92062,6,,,15.56863,13.69994,6,,,,4302,9175,,5559400,2.648907,,,,,50.30951,28.8755,995202,49.53306,2.248264,2.117904,3550233,63.86,3.594146,2009167,995202,17.90125,36.14,47.44222,2.60E+09,4.55E+09,818.111,,4.39E+09,189.7954,0.6984706,238.756,,,,2226486,76.2,,,,,,,,,,87.5,,,0.0788,48.13122,,,,,,,,7.378,,,,,,,,,,,,,,192.7,,,,,0,SEN,YR1981
Senegal,1982,,West Africa,,,625334.0000,31.43643,5.714508,2.751801,29.68113,,,2.88E+09,5.20E+03,910.62457,2273354,,85.1,,,,,,,48.91468,0.0766,,,,,0,,Africa,Senegal1982,,,,,,,,,,,5714508,5.20E+09,,,625334,31.43643,,,,,,36.99018,36.99018,,1.41373,2.62178,6,,,15.66187,14.55957,6,,,,4834,10586,,5714508,2.751801,,,,,50.1529,29.68113,1034539,49.62645,2.260998,2.217964,3629856,63.52,3.68819,2084653,1034539,18.10373,36.48,47.5861,2.88E+09,5.20E+09,910.6246,,5.01E+09,196.369,0.5975566,263.9804,,,,2273354,75.9,,,,,,,,,,85.1,,,0.0766,48.91468,,,,,,,,7.323,,,,,,,,,,,,,,185.5,,,,,0,SEN,YR1982
Senegal,1983,,West Africa,,,627426.0000,32.695881,5.879044,2.838596,30.53573,,,2.88E+09,5.12E+03,871.14014,2338341,,82.8,,,,,,,49.67217,0.0738875,,,,,0,,Africa,Senegal1983,,,,,,,,,,,5879044,5.12E+09,,,627426,32.69588,,,,,,39.03194,39.03194,,1.4765,2.72262,6,,,15.72633,18.09086,6,,,,5207,11378,,5879044,2.838596,,,,,50.05975,30.53573,1075431,49.6812,2.274673,2.301894,3714380,63.18,3.766297,2164664,1075431,18.29262,36.82,47.66557,2.88E+09,5.12E+09,871.1401,,4.93E+09,206.4159,0.5416744,285.4762,,,,2338341,76,,,,,,,,,,82.8,,,,49.67217,,,,,,,,7.261,,,,,,,,,,,,,,178.7,,,,,0,SEN,YR1983
Senegal,1984,,West Africa,,,639835.0000,33.747509,6.051962,2.898835,31.43386,,,3.01E+09,5.51E+03,910.92133,2405703,,80.7,,,,,,,50.38919,0.071175,,,,,0,,Africa,Senegal1984,,,,,,,,,,,6051962,5.51E+09,,,639835,33.74751,,,,,,39.97739,39.97739,,1.47302,2.318,6,,,15.23677,16.05352,6,,,,4980,12934,,6051962,2.898835,,,,,50.01437,31.43386,1117999,49.71295,2.28929,2.359237,3803053,62.84,3.818009,2248909,1117999,18.47333,37.16,47.69633,3.01E+09,5.51E+09,910.9213,,5.26E+09,214.4444,0.4907643,305.9098,,,,2405703,76,,,,,,,,,,80.7,,,,50.38919,,,,,,,,7.193,,,,,,,,,,,,,,172.3,,,,,0,SEN,YR1984
Senegal,1985,,West Africa,,,653390.0000,34.071369,6.232395,2.937817,32.37103,,,3.06E+09,5.87E+03,941.49408,2477718,,78.3,,,,,10,,51.04773,0.0684625,,,,,0,,Africa,Senegal1985,,,,,,,,,,,6232395,5.87E+09,,,653390,34.07137,,,,,,40.75511,40.75511,,1.5399,2.36726,6,7,49.168,15.95231,,6,12,46.10986,22.76058,5338,12298,,6232395,2.937817,,,,,50.00519,32.37103,1162128,49.72419,2.304636,2.395292,3895247,62.5,3.848619,2337148,1162128,18.64657,37.5,47.69017,3.06E+09,5.87E+09,941.4941,,5.62E+09,226.7997,0.5048295,333.7916,,,,2477718,76,,,,,,,,,,78.3,,,,51.04773,10,,,,,,,7.118,,,,,,,,,,,,,,165.2,,,,,0,SEN,YR1985
Senegal,1986,,West Africa,,,601974.0000,36.718922,6.420323,2.970774,33.34713,,,3.29E+09,6.19E+03,963.46124,2554353,,76.3,54,71,,,10.54,62.5,51.63327,0.06575,41.4,,,,0,,Africa,Senegal1986,,,,,,,,,,,6420323,6.19E+09,,,601974,36.71892,,,,,,45.21203,45.21203,,1.9667,2.5176,6,,,16.31026,17.00274,7,,,,,12559,,6420323,2.970774,,,,,50.02865,33.34713,1208063,49.7784,2.320601,2.489618,3993441,62.2,3.767591,2426882,1208063,18.81623,37.8,47.65075,3.29E+09,6.19E+09,963.4612,,5.94E+09,234.5677,0.6773542,347.968,,,,2554353,76,,,,,,,,,,76.3,54,71,,51.63327,,62.5,41.4,,,11.3,,7.036,,,,,,,,30.5,,,,27.9,,158.9,,,17.3,,0,SEN,YR1986
Senegal,1987,,West Africa,,,616817.5000,39.112446,6.615896,3.000681,34.36293,,,3.56E+09,6.76E+03,1021.0253,2628908,,74.2,57,66,,,11.08,64.08572,52.14232,0.0630375,42.22857,,,,0,,Africa,Senegal1987,,,,,,,,,,,6615896,6.76E+09,,,,,,,,,,,,,1.97325,,6,,,,,7,,,,,12028,,6615896,3.000681,,,,,50.08554,34.36293,1255814,49.82091,2.336933,2.517199,4095240,61.9,3.791199,2520657,1255814,18.98177,38.1,47.57753,3.56E+09,6.76E+09,1021.025,,6.49E+09,224.2662,0.7462106,321.5316,,,,2628908,75.8,,,,,,,,,,74.2,57,66,,52.14232,,,,,,,,6.948,,,,,,,,,,,,,,152.5,,,,,0,SEN,YR1987
Senegal,1988,,West Africa,,,631661.0000,41.50597,6.818495,3.016354,35.41523,,,3.83E+09,6.95E+03,1019.1133,2718390,,72.3,59,60,,,11.62,65.67142,52.57783,0.060325,43.05714,,,,0,,Africa,Senegal1988,,,,,,,,,,,6818495,6.95E+09,,,631661,41.50597,,,,26.86885,37.8661,46.10705,46.10705,,2.11852,,6,,,14.83639,17.2884,7,,,,6509,11985,,6818495,3.016354,,,,,50.17334,35.41523,1305269,49.85173,2.353526,2.530523,4200193,61.6,3.800671,2618302,1305269,19.14307,38.4,47.47314,3.83E+09,6.95E+09,1019.113,,6.65E+09,213.6793,0.7174059,303.491,,,,2718390,75.9,,,,,,,,,,72.3,59,60,,52.57783,,,,,,,,6.853,,,,,,,,,,,,,,146.8,,,,,0,SEN,YR1988
Senegal,1989,,West Africa,,,657573.0000,42.357471,7.02732,3.016664,36.49987,,,4.28E+09,7.50E+03,1066.8676,2805053,,70.6,47,48,,,12.16,67.25714,52.94386,0.0576125,43.88572,,,,0,,Africa,Senegal1989,,,,,,,,,,,7027320,7.50E+09,,,657573,42.35747,,,,,,45.59757,45.59757,,2.18001,,6,,,15.88234,15.78015,7,,,,,12843,,7027320,3.016664,,,,,50.28992,36.49987,1354052,49.78914,2.370235,2.528461,4307747,61.3,3.794878,2719573,1354052,19.2684,38.7,47.33984,4.28E+09,7.50E+09,1066.868,,7.19E+09,209.052,0.6553147,290.8111,,,,2805053,75.8,,,,,,,,,,70.6,47,48,,52.94386,,,,,,,,6.752,,,,,,,,,,,,,,141.4,,,,,0,SEN,YR1989
Senegal,1990,,West Africa,,,680488.0000,41.948761,7.241573,3.003304,37.6127,,,4.45E+09,7.73E+03,1067.3071,2899297,,69.7,51,51,,,12.7,68.84286,53.24834,0.0549,44.71429,61,,,0,,Africa,Senegal1990,,,,,,,,,,,7241573,7.73E+09,,,680488,41.94876,72.80272,,24.10189,,,45.3508,45.05599,,2.21727,,6,7,51.88688,16.1782,11.44345,7,13,57.58706,22.5054,,11859,,7241573,3.003304,,,,,50.43211,37.6127,1404728,49.73873,2.38694,2.512706,4417360,61,3.775508,2824214,1404728,19.39811,39,47.18095,4.45E+09,7.73E+09,1067.307,,7.46E+09,201.3772,0.7396504,276.8142,,,,2899297,75.8,,,,,,,,,,69.7,51,51,0.0549,53.24834,,,,,,,,6.646,,61,0.2,500,,,,,,195,,,40,138.6,35,,,,0,SEN,YR1990
